cell,rep,truth,plug,loo,se_plug,se_aug,h_rmse,plug_dev,loo_dev,plug_cover,loo_cover_plugse,loo_cover_augse
V_share81,106,0.8134002685546875,0.7777099609375,0.7901136197810029,0.028783118378703867,0.02896477952934546,0.5851009701819677,-0.0356903076171875,-0.023286648773684582,1.0,1.0,1.0
V_share81,107,0.8134002685546875,0.7666015625,1.0334113341256157,0.02856229900052244,0.029403196993188375,0.6185856112330625,-0.0467987060546875,0.2200110655709282,1.0,0.0,0.0
V_share81,108,0.8134002685546875,0.7786865234375,0.9182617565945969,0.03428466758868546,0.034627557051761654,0.5444394387054489,-0.0347137451171875,0.10486148803990936,1.0,0.0,0.0
V_share81,109,0.8134002685546875,0.7725830078125,0.7088331217901269,0.03746592466959852,0.037619338780143605,0.6325309519697284,-0.0408172607421875,-0.10456714676456058,1.0,0.0,0.0
V_share81,110,0.8134002685546875,0.8172607421875,0.5986534186538024,0.03566717077790542,0.03621488492860325,0.6009214806879796,0.0038604736328125,-0.2147468499008851,1.0,0.0,0.0
V_share81,111,0.8134002685546875,0.7740478515625,1.0275504644306466,0.03107058584053574,0.03185566028602042,0.5630927990481629,-0.0393524169921875,0.21415019587595907,1.0,0.0,0.0
V_share81,112,0.8134002685546875,0.77001953125,0.7011567581818323,0.030179382902530704,0.030381247874745356,0.6091756092287345,-0.0433807373046875,-0.11224351037285518,1.0,0.0,0.0
V_share81,113,0.8134002685546875,0.773681640625,0.6593709836915902,0.03178376559617403,0.032088943221741384,0.5841123579625698,-0.0397186279296875,-0.1540292848630973,1.0,0.0,0.0
V_share81,114,0.8134002685546875,0.7939453125,0.9968432044520221,0.028110320725834706,0.028656413106590457,0.5686662600292349,-0.0194549560546875,0.18344293589733462,1.0,0.0,0.0
V_share81,115,0.8134002685546875,0.73876953125,0.7203059338067707,0.03500114613286614,0.03514529542668968,0.6159511709316038,-0.0746307373046875,-0.09309433474791684,0.0,0.0,0.0
V_share81,116,0.8134002685546875,0.790283203125,0.7849410794029775,0.034468637423152315,0.034608828396119486,0.5737907937536493,-0.0231170654296875,-0.028459189151709974,1.0,1.0,1.0
V_share81,117,0.8134002685546875,0.7667236328125,0.5403324585862253,0.028310925341003497,0.02896258341546769,0.59925309037328,-0.0466766357421875,-0.27306780996846225,1.0,0.0,0.0
V_share81,118,0.8134002685546875,0.7723388671875,0.7711925065601457,0.028888035092640593,0.02906674049741985,0.5908700020378495,-0.0410614013671875,-0.04220776199454179,1.0,1.0,1.0
V_share81,119,0.8134002685546875,0.7659912109375,0.9292707134024968,0.03676952863544673,0.03708935263700019,0.6141105566644297,-0.0474090576171875,0.11587044484780928,1.0,0.0,0.0
V_share81,120,0.8134002685546875,0.7930908203125,0.8592607185373805,0.0309417710533555,0.031170363154828042,0.5804828196269385,-0.0203094482421875,0.04586044998269301,1.0,1.0,1.0
V_share81,121,0.8134002685546875,0.8074951171875,0.9123850795620343,0.029558503283054444,0.029881540303442335,0.5858449162507261,-0.0059051513671875,0.0989848110073468,1.0,0.0,0.0
V_share81,122,0.8134002685546875,0.796875,0.85125763494324,0.0361197389738692,0.03634188312871712,0.6110452075975517,-0.0165252685546875,0.03785736638855253,1.0,1.0,1.0
V_share81,123,0.8134002685546875,0.7677001953125,0.9942035311304849,0.02968083368431923,0.03027742179973885,0.6307305548522447,-0.0457000732421875,0.18080326257579737,1.0,0.0,0.0
